expansion_factor,k,data_size,seed,num_latents,fvu,dead_feature_pct,mean_sparsity,clap_delta,lpaps,interpretability_score,train_time_s
32,8,100,42,2048,0.538725733757019,0.9619140625,1021.2000122070312,-1.0,-1.0,-1.0,1.0127972919726744
32,8,100,123,2048,0.49538278579711914,0.96337890625,1019.4000244140625,-1.0,-1.0,-1.0,0.11390633299015462
32,8,100,456,2048,0.541222870349884,0.9619140625,1017.7000122070312,-1.0,-1.0,-1.0,0.10513616702519357
32,8,500,42,2048,0.45799922943115234,0.83740234375,1021.2999877929688,-1.0,-1.0,-1.0,0.1897802499588579
32,8,500,123,2048,0.4561222195625305,0.8427734375,1021.5599975585938,-1.0,-1.0,-1.0,0.1402868339791894
32,8,500,456,2048,0.47268861532211304,0.8369140625,1027.4200439453125,-1.0,-1.0,-1.0,0.1374184580054134
32,8,1000,42,2048,0.4538173973560333,0.7119140625,1019.969970703125,-1.0,-1.0,-1.0,0.190227875020355
32,8,1000,123,2048,0.45223793387413025,0.71923828125,1029.4000244140625,-1.0,-1.0,-1.0,0.147292917012237
32,8,1000,456,2048,0.4582673907279968,0.712890625,1023.1599731445312,-1.0,-1.0,-1.0,0.1365506669972092
32,8,5000,42,2048,0.427921630859375,0.2705078125,1016.4040073242187,-1.0,-1.0,-1.0,0.16417758306488395
32,8,5000,123,2048,0.42827473402023314,0.2763671875,1019.3740043945312,-1.0,-1.0,-1.0,0.39926445903256536
32,8,5000,456,2048,0.4291168658733368,0.26611328125,1018.2320092773438,-1.0,-1.0,-1.0,0.5391345829702914
32,16,100,42,2048,0.5297892689704895,0.923828125,1019.5,-1.0,-1.0,-1.0,0.3488853749586269
32,16,100,123,2048,0.521303653717041,0.92626953125,1008.4000244140625,-1.0,-1.0,-1.0,0.3286816671025008
32,16,100,456,2048,0.5709078311920166,0.92529296875,1015.5,-1.0,-1.0,-1.0,0.3412859580712393
32,16,500,42,2048,0.4161364734172821,0.69287109375,998.3800048828125,-1.0,-1.0,-1.0,0.5086002909811214
32,16,500,123,2048,0.38528043031692505,0.68603515625,999.1799926757812,-1.0,-1.0,-1.0,0.5019241250120103
32,16,500,456,2048,0.4152158200740814,0.68017578125,1005.280029296875,-1.0,-1.0,-1.0,0.5061042919987813
32,16,1000,42,2048,0.3847695291042328,0.48828125,993.02001953125,-1.0,-1.0,-1.0,0.515280875028111
32,16,1000,123,2048,0.3892650902271271,0.48779296875,999.2899780273438,-1.0,-1.0,-1.0,0.505472082993947
32,16,1000,456,2048,0.36387211084365845,0.490234375,992.0599975585938,-1.0,-1.0,-1.0,0.5044645419111475
32,16,5000,42,2048,0.34503095960617064,0.052734375,984.0059907226563,-1.0,-1.0,-1.0,0.5285508750239387
32,16,5000,123,2048,0.3421252601146698,0.04833984375,985.888,-1.0,-1.0,-1.0,0.5149627500213683
32,16,5000,456,2048,0.3463816554546356,0.04150390625,985.5199926757813,-1.0,-1.0,-1.0,0.5198408339638263
32,32,100,42,2048,1.2205820083618164,0.853515625,1007.0999755859375,-1.0,-1.0,-1.0,0.34586379199754447
32,32,100,123,2048,1.2127623558044434,0.857421875,993.2000122070312,-1.0,-1.0,-1.0,0.32842662499751896
32,32,100,456,2048,1.2651711702346802,0.85400390625,1007.5999755859375,-1.0,-1.0,-1.0,0.318479459034279
32,32,500,42,2048,0.6391963362693787,0.46875,975.260009765625,-1.0,-1.0,-1.0,0.506131749949418
32,32,500,123,2048,0.615073025226593,0.47509765625,972.0399780273438,-1.0,-1.0,-1.0,0.48007554200012237
32,32,500,456,2048,0.6330083608627319,0.46728515625,975.5,-1.0,-1.0,-1.0,0.5007369590457529
32,32,1000,42,2048,0.5706676840782166,0.25,967.8099975585938,-1.0,-1.0,-1.0,0.47628858301322907
32,32,1000,123,2048,0.589076578617096,0.2333984375,971.3300170898438,-1.0,-1.0,-1.0,0.5002181250602007
32,32,1000,456,2048,0.5485979914665222,0.23828125,962.8699951171875,-1.0,-1.0,-1.0,0.4951875410042703
32,32,5000,42,2048,0.48681325817108156,0.00244140625,962.371986328125,-1.0,-1.0,-1.0,0.540429332992062
32,32,5000,123,2048,0.4773969502449036,0.001953125,963.4839897460937,-1.0,-1.0,-1.0,0.5238779580686241
32,32,5000,456,2048,0.48409042382240297,0.005859375,963.13999609375,-1.0,-1.0,-1.0,0.5299533749930561
32,64,100,42,2048,3.466888427734375,0.73291015625,997.4000244140625,-1.0,-1.0,-1.0,0.3473578339908272
32,64,100,123,2048,3.674572229385376,0.7333984375,976.2000122070312,-1.0,-1.0,-1.0,0.33295874996110797
32,64,100,456,2048,3.6765925884246826,0.732421875,1000.7999877929688,-1.0,-1.0,-1.0,0.3414642499992624
32,64,500,42,2048,1.6355443000793457,0.20947265625,957.52001953125,-1.0,-1.0,-1.0,0.5162387089803815
32,64,500,123,2048,1.5614041090011597,0.23095703125,954.8400268554688,-1.0,-1.0,-1.0,0.49848850001581013
32,64,500,456,2048,1.6453750133514404,0.2119140625,959.0399780273438,-1.0,-1.0,-1.0,0.5087547081056982
32,64,1000,42,2048,1.4708951711654663,0.068359375,953.5499877929688,-1.0,-1.0,-1.0,0.5206897091120481
32,64,1000,123,2048,1.4879131317138672,0.0615234375,956.6400146484375,-1.0,-1.0,-1.0,0.4981049170019105
32,64,1000,456,2048,1.3916398286819458,0.05859375,944.280029296875,-1.0,-1.0,-1.0,0.5076727080158889
32,64,5000,42,2048,1.227677451133728,0.0,949.7959990234375,-1.0,-1.0,-1.0,0.5374812500085682
32,64,5000,123,2048,1.2097653551101684,0.0,951.099994140625,-1.0,-1.0,-1.0,0.5280955419875681
32,64,5000,456,2048,1.247200704574585,0.0,951.3999892578125,-1.0,-1.0,-1.0,0.5357507499866188
32,128,100,42,2048,9.002153396606445,0.53759765625,994.0,-1.0,-1.0,-1.0,0.3556419169763103
32,128,100,123,2048,9.04698657989502,0.525390625,958.2000122070312,-1.0,-1.0,-1.0,0.3346352910157293
32,128,100,456,2048,9.561920166015625,0.52978515625,992.0999755859375,-1.0,-1.0,-1.0,0.3498839579988271
32,128,500,42,2048,4.1510186195373535,0.048828125,941.9600219726562,-1.0,-1.0,-1.0,0.5293264159699902
32,128,500,123,2048,3.9301133155822754,0.05712890625,941.719970703125,-1.0,-1.0,-1.0,0.5097369160503149
32,128,500,456,2048,4.145102024078369,0.0478515625,943.3200073242188,-1.0,-1.0,-1.0,0.5222196669783443
32,128,1000,42,2048,3.767019033432007,0.0029296875,942.2899780273438,-1.0,-1.0,-1.0,0.518132375087589
32,128,1000,123,2048,3.810100555419922,0.00341796875,946.9400024414062,-1.0,-1.0,-1.0,0.5143416660139337
32,128,1000,456,2048,3.5681145191192627,0.0048828125,930.2100219726562,-1.0,-1.0,-1.0,0.5183130410732701
32,128,5000,42,2048,3.283062107086182,0.0,941.8900034179687,-1.0,-1.0,-1.0,0.533656416926533
32,128,5000,123,2048,3.1935336208343506,0.0,942.7879956054687,-1.0,-1.0,-1.0,0.5363952080952004
32,128,5000,456,2048,3.3127613773345947,0.0,943.4520083007812,-1.0,-1.0,-1.0,0.5491107919951901
